5	-nan	-nan
15	-nan	-nan
25	-nan	-nan
35	-nan	-nan
45	-nan	-nan
55	-nan	-nan
65	-nan	-nan
75	-nan	-nan
85	-nan	-nan
95	-nan	-nan
105	-nan	-nan
115	-nan	-nan
125	-nan	-nan
135	-nan	-nan
145	-nan	-nan
155	-nan	-nan
165	-nan	-nan
175	-nan	-nan
185	-nan	-nan
195	-nan	-nan
205	-nan	-nan
215	-nan	-nan
225	-nan	-nan
235	-nan	-nan
245	-nan	-nan
255	-nan	-nan
265	-nan	-nan
275	-nan	-nan
285	-nan	-nan
295	-nan	-nan
305	-nan	-nan
315	-nan	-nan
325	-nan	-nan
335	-nan	-nan
345	-nan	-nan
355	-nan	-nan
365	-nan	-nan
375	-nan	-nan
385	-nan	-nan
395	-nan	-nan
405	-nan	-nan
415	-nan	-nan
425	-nan	-nan
435	-nan	-nan
445	-nan	-nan
455	-nan	-nan
465	-nan	-nan
475	-nan	-nan
485	-nan	-nan
495	-nan	-nan
505	-nan	-nan
515	-nan	-nan
525	-nan	-nan
535	-nan	-nan
545	-nan	-nan
555	-nan	-nan
565	-nan	-nan
575	-nan	-nan
585	-nan	-nan
595	-nan	-nan
605	-nan	-nan
615	-nan	-nan
625	-nan	-nan
635	-nan	-nan
645	-nan	-nan
655	-nan	-nan
665	-nan	-nan
675	-nan	-nan
685	-nan	-nan
695	-nan	-nan
705	-nan	-nan
715	-nan	-nan
725	-nan	-nan
735	-nan	-nan
745	-nan	-nan
755	-nan	-nan
765	-nan	-nan
775	-nan	-nan
785	-nan	-nan
795	-nan	-nan
805	-nan	-nan
815	-nan	-nan
825	-nan	-nan
835	-nan	-nan
845	-nan	-nan
855	-nan	-nan
865	-nan	-nan
875	-nan	-nan
885	-nan	-nan
895	-nan	-nan
905	-nan	-nan
915	-nan	-nan
925	-nan	-nan
935	-nan	-nan
945	-nan	-nan
955	-nan	-nan
965	-nan	-nan
975	-nan	-nan
985	-nan	-nan
995	-nan	-nan
1005	-nan	-nan
1015	-nan	-nan
1025	-nan	-nan
1035	-nan	-nan
1045	-nan	-nan
1055	-nan	-nan
1065	-nan	-nan
1075	-nan	-nan
1085	-nan	-nan
1095	-nan	-nan
1105	-nan	-nan
1115	-nan	-nan
1125	-nan	-nan
1135	-nan	-nan
1145	-nan	-nan
1155	-nan	-nan
1165	-nan	-nan
1175	-nan	-nan
1185	-nan	-nan
1195	-nan	-nan
1205	-nan	-nan
1215	-nan	-nan
1225	-nan	-nan
1235	-nan	-nan
1245	-nan	-nan
1255	-nan	-nan
1265	-nan	-nan
1275	-nan	-nan
1285	-nan	-nan
1295	-nan	-nan
1305	-nan	-nan
1315	-nan	-nan
1325	-nan	-nan
1335	-nan	-nan
1345	-nan	-nan
1355	-nan	-nan
1365	-nan	-nan
1375	-nan	-nan
1385	-nan	-nan
1395	-nan	-nan
1405	-nan	-nan
1415	-nan	-nan
1425	-nan	-nan
1435	-nan	-nan
1445	-nan	-nan
1455	-nan	-nan
1465	-nan	-nan
1475	-nan	-nan
1485	-nan	-nan
