5	0	-nan
15	0	-nan
25	0	-nan
35	0	-nan
45	0	-nan
55	0	-nan
65	0	-nan
75	0	-nan
85	0	-nan
95	0	-nan
105	0	-nan
115	0	-nan
125	0	-nan
135	0	-nan
145	0	-nan
155	0	-nan
165	0	-nan
175	0	-nan
185	0	-nan
195	0	-nan
205	0	-nan
215	0	-nan
225	0	-nan
235	0	-nan
245	0	-nan
255	0	-nan
265	0	-nan
275	0	-nan
285	0	-nan
295	0	-nan
305	0	-nan
315	0	-nan
325	0	-nan
335	0	-nan
345	0	-nan
355	0	-nan
365	0	-nan
375	0	-nan
385	0	-nan
395	0	-nan
405	0	-nan
415	0	-nan
425	0	-nan
435	0	-nan
445	0	-nan
455	0	-nan
465	0	-nan
475	0	-nan
485	0	-nan
495	0	-nan
505	0	-nan
515	0	-nan
525	0	-nan
535	0	-nan
545	0	-nan
555	0	-nan
565	0	-nan
575	0	-nan
585	0	-nan
595	0	-nan
605	0	-nan
615	0	-nan
625	0	-nan
635	0	-nan
645	0	-nan
655	0	-nan
665	0	-nan
675	0	-nan
685	0	-nan
695	0	-nan
705	0	-nan
715	0	-nan
725	0	-nan
735	0	-nan
745	0	-nan
755	0	-nan
765	0	-nan
775	0	-nan
785	0	-nan
795	0	-nan
805	0	-nan
815	0	-nan
825	0	-nan
835	0	-nan
845	0	-nan
855	0	-nan
865	0	-nan
875	0	-nan
885	0	-nan
895	0	-nan
905	0	-nan
915	0	-nan
925	0	-nan
935	0	-nan
945	0	-nan
955	0	-nan
965	0	-nan
975	0	-nan
985	0	-nan
995	0	-nan
1005	0	-nan
1015	0	-nan
1025	0	-nan
1035	0	-nan
1045	0	-nan
1055	0	-nan
1065	0	-nan
1075	0	-nan
1085	0	-nan
1095	0	-nan
1105	0	-nan
1115	0	-nan
1125	0	-nan
1135	0	-nan
1145	0	-nan
1155	0	-nan
1165	0	-nan
1175	0	-nan
1185	0	-nan
1195	0	-nan
1205	0	-nan
1215	0	-nan
1225	0	-nan
1235	0	-nan
1245	0	-nan
1255	0	-nan
1265	0	-nan
1275	0	-nan
1285	0	-nan
1295	0	-nan
1305	0	-nan
1315	0	-nan
1325	0	-nan
1335	0	-nan
1345	0	-nan
1355	0	-nan
1365	0	-nan
1375	0	-nan
1385	0	-nan
1395	0	-nan
1405	0	-nan
1415	0	-nan
1425	0	-nan
1435	0	-nan
1445	0	-nan
1455	0	-nan
1465	0	-nan
1475	0	-nan
1485	0	-nan
