14336 0 0 0
14337 0 0 0
14338 0 0 0
14339 0 0 0
14340 0 0 0
14341 0 0 0
14342 0 0 0
14343 0 0 0
14344 0 0 0
14345 0 0 0
14346 0 0 0
14347 0 0 0
14356 0 0 0
14357 0 0 0
14358 0 0 0
14359 0 0 0
14360 0 0 0
14361 0 0 0
14362 0 0 0
14363 0 0 0
14364 0 0 0
14365 0 0 0
14366 0 0 0
14367 0 0 0
14368 0 0 0
14369 0 0 0
14370 0 0 0
14371 0 0 0
14373 0 0 0
14374 0 0 0
14375 0 0 0
14376 0 0 0
14377 0 0 0
14378 0 0 0
14379 0 0 0
14380 0 0 0
14383 0 0 0
14384 0 0 0
14385 0 0 0
14386 0 0 0
14387 0 0 0
14388 0 0 0
14389 0 0 0
14390 0 0 0
14391 0 0 0
14392 0 0 0
14393 0 0 0
14394 0 0 0
14397 0 0 0
14398 0 0 0
14399 0 0 0
14400 0 0 0
14401 0 0 0
14402 0 0 0
14403 0 0 0
14405 0 0 0
14406 0 0 0
14407 0 0 0
14408 0 0 0
14409 0 0 0
14410 0 0 0
14411 0 0 0
14412 0 0 0
14413 0 0 0
14414 0 0 0
14415 0 0 0
14416 0 0 0
14417 0 0 0
14418 0 0 0
14419 0 0 0
14420 0 0 0
14421 0 0 0
14425 0 0 0
14426 0 0 0
14427 0 0 0
14432 0 0 0
14433 0 0 0
14434 0 0 0
14435 0 0 0
14436 0 0 0
14437 0 0 0
14438 0 0 0
14439 0 0 0
14440 0 0 0
14441 0 0 0
14442 0 0 0
14443 0 0 0
14444 0 0 0
14445 0 0 0
14446 0 0 0
14447 0 0 0
14448 0 0 0
14449 0 0 0
14453 0 0 0
14454 0 0 0
14455 0 0 0
14456 0 0 0
14457 0 0 0
14458 0 0 0
14459 0 0 0
14460 0 0 0
14461 0 0 0
14462 0 0 0
14463 0 0 0
14464 0 0 0
14465 0 0 0
14466 0 0 0
14467 0 0 0
14513 0 0 0
14514 0 0 0
14515 0 0 0
14516 0 0 0
14517 0 0 0
14518 0 0 0
14519 0 0 0
14520 0 0 0
14521 0 0 0
14522 0 0 0
14523 0 0 0
14524 0 0 0
14525 0 0 0
14526 0 0 0
14527 0 0 0
14528 0 0 0
14529 0 0 0
14530 0 0 0
14531 0 0 0
14535 0 0 0
14536 0 0 0
14537 0 0 0
14538 0 0 0
14539 0 0 0
14540 0 0 0
14541 0 0 0
14542 0 0 0
14543 0 0 0
14544 0 0 0
14545 0 0 0
14546 0 0 0
14547 0 0 0
14548 0 0 0
14549 0 0 0
14550 0 0 0
14551 0 0 0
14552 0 0 0
14553 0 0 0
14554 0 0 0
14555 0 0 0
14556 0 0 0
14557 0 0 0
14558 0 0 0
14559 0 0 0
14560 0 0 0
14561 0 0 0
14562 0 0 0
14563 0 0 0
14564 0 0 0
14565 0 0 0
14566 0 0 0
14567 0 0 0
14568 0 0 0
14569 0 0 0
14570 0 0 0
14571 0 0 0
14572 0 0 0
14573 0 0 0
14574 0 0 0
14575 0 0 0
14577 0 0 0
14578 0 0 0
14579 0 0 0
14580 0 0 0
14581 0 0 0
14582 0 0 0
14583 0 0 0
14585 0 0 0
15368 0 0 0
14587 0 0 0
14588 0 0 0
14589 0 0 0
14590 0 0 0
14591 0 0 0
14592 0 0 0
14593 0 0 0
14594 0 0 0
14595 0 0 0
14596 0 0 0
14597 0 0 0
14598 0 0 0
14599 0 0 0
14600 0 0 0
14601 0 0 0
14602 0 0 0
14603 0 0 0
14604 0 0 0
14605 0 0 0
14606 0 0 0
14608 0 0 0
14609 0 0 0
14610 0 0 0
14611 0 0 0
14612 0 0 0
14613 0 0 0
14614 0 0 0
14615 0 0 0
14616 0 0 0
14617 0 0 0
14618 0 0 0
14619 0 0 0
14620 0 0 0
14621 0 0 0
14622 0 0 0
14623 0 0 0
14624 0 0 0
14625 0 0 0
14626 0 0 0
14627 0 0 0
14628 0 0 0
14629 0 0 0
14630 0 0 0
14631 0 0 0
14632 0 0 0
14633 0 0 0
14634 0 0 0
14635 0 0 0
14636 0 0 0
14637 0 0 0
14639 0 0 0
14640 0 0 0
14641 0 0 0
14642 0 0 0
14643 0 0 0
14644 0 0 0
14645 0 0 0
14646 0 0 0
14647 0 0 0
14648 0 0 0
14649 0 0 0
14650 0 0 0
14651 0 0 0
14652 0 0 0
14653 0 0 0
14654 0 0 0
14655 0 0 0
14657 0 0 0
